Symbol	Japanese
MISSION_AURIELLE_05_START_LINE_9	何も言うことはありません。私たちのコロニーに不法侵入している、あなたがたという立場は、立ち退かせることだってできるのですから、わきまえなさいな。
MISSION_AURIELLE_05_START_LINE_10	あんたらクルコフは、前にもNOMADの追跡を邪魔してくれて！　NOMADと共犯をやってるんじゃないのか！
MISSION_AURIELLE_05_START_LINE_11	好き勝手を言っていたって、今度は負けませんから！
MISSION_AURIELLE_05_END_LINE_1	撤退するしかないか……。このことは忘れないぞ！
MISSION_AURIELLE_05_END_LINE_2	オーリエル様！　お父上が大変なことに！
MISSION_AURIELLE_05_END_LINE_3	何です!?　父は無事なのですか？
MISSION_AURIELLE_05_END_LINE_4	セルバンテスです。あの男がインダストリアリストに忍び込み、アイザック社長を人質に取りました。
MISSION_AURIELLE_05_END_LINE_5	そんな！　お父様……。
MISSION_AURIELLE_05_END_LINE_6	奴はアイザック社長を拘束したまま、シャトルで脱出してしまって……。
MISSION_AURIELLE_05_END_LINE_7	ならば、まだ追いつけるはず。今すぐ出発します！
MISSION_AURIELLE_06_BRIEFING_LINE_1	お父上の乗せられたシャトルを追跡したところ、海賊のアジトへと向かっているようです。
MISSION_AURIELLE_06_BRIEFING_LINE_2	あの手のシャトルの燃料は限られています。セルバンテスは、補給か乗り換えを行ったのでしょう。
MISSION_AURIELLE_06_BRIEFING_LINE_3	アイザック社長の位置は特定できませんが、ここはシャドーウルヴスに厳重に守られているエリアではあります。
MISSION_AURIELLE_06_BRIEFING_LINE_4	父が居るかもしれない場所なら、確認せねばなりません。
MISSION_AURIELLE_06_BRIEFING_LINE_5	ただちにアジトへの総攻撃を開始します。エリアを確保次第、建造物を探索なさい！
MISSION_AURIELLE_06_END_LINE_1	コマンダー。アジトを探索しましたが、アイザック社長やセルバンテスの痕跡は認められませんでした。
MISSION_AURIELLE_06_END_LINE_2	くっ、追い付いたと思ったのに。
MISSION_AURIELLE_06_END_LINE_3	しかし、朗報もあります。セルバンテスの部下の一人を尋問したのですが……。
MISSION_AURIELLE_06_END_LINE_4	お父様がどこに連れて行かれたか、分かったのですか!?
MISSION_AURIELLE_06_END_LINE_5	どうやらセルバンテスは旗艦ハントレスに乗り、アイザック社長を連れて惑星セルリアへ向かったようです。
MISSION_AURIELLE_06_END_LINE_6	分かりました、行きましょう。目的地はセルリアです！
MISSION_AURIELLE_07_BRIEFING_LINE_1	コマンダー。セルリア近傍の採掘ステーションの一つが、大気圏に突入する海賊旗艦・ハントレスを観測しました。
MISSION_AURIELLE_07_BRIEFING_LINE_2	既にその軌道から、目的地を割り出しております。
MISSION_AURIELLE_07_BRIEFING_LINE_3	秘密基地といったものがある？
MISSION_AURIELLE_07_BRIEFING_LINE_4	そうも見えますが、まだ情報が足りません。
MISSION_AURIELLE_07_BRIEFING_LINE_5	時間が無いのですよ！
MISSION_AURIELLE_07_BRIEFING_LINE_6	可及的速やかに強襲部隊を編成。お父様を探しに、あそこへ降ります！
MISSION_AURIELLE_07_START_LINE_1	これは……シャドーウルヴスの基地じゃないっていうの!?
MISSION_AURIELLE_07_START_LINE_2	封鎖軍事区域に、攻撃部隊だと!?　ええい、どうやってここを見つけた！
MISSION_AURIELLE_07_START_LINE_3	セルバンテスに引っかけられた？
MISSION_AURIELLE_07_START_LINE_4	あの、私たちは、海賊の船を追って……。
MISSION_AURIELLE_07_START_LINE_5	この場所を見られたからには、逃がすわけにはいかん。
MISSION_AURIELLE_07_START_LINE_6	えっ、何です？　ただの誤解ですよ！
MISSION_AURIELLE_07_START_LINE_7	セルリアの安全という使命を持つ私が、重要軍事機密を守ってみせると言うのだ、侵入者！
MISSION_AURIELLE_07_START_LINE_8	分からず屋が！
MISSION_AURIELLE_07_END_LINE_1	今です！　彼らが再編成をしている隙に、離脱します！
MISSION_AURIELLE_08_BRIEFING_LINE_1	セルバンテスに騙されて、セルリアの軍と戦ってしまうなんて……！
MISSION_AURIELLE_08_BRIEFING_LINE_2	手掛かりまで途切れてしまって、お父様……どうか無事でいてください。
MISSION_AURIELLE_08_BRIEFING_LINE_3	失礼致します、コマンダー。セルリアの補給所の一つで、問題が発生しています。
MISSION_AURIELLE_08_BRIEFING_LINE_4	小規模のVA部隊に補給所が制圧されました。賊の識別信号は、以前セルリアの会議場で我々を襲ったものと一致したとのことです。
MISSION_AURIELLE_08_BRIEFING_LINE_5	そのようなことに関わっている時間はありません。お父様を探さなければ……。
MISSION_AURIELLE_08_BRIEFING_LINE_6	恐れながら、コマンダー。一言よろしいでしょうか。
MISSION_AURIELLE_08_BRIEFING_LINE_7	クルコフ社長はいつも、私どもを家族のように扱っておいでです。
MISSION_AURIELLE_08_BRIEFING_LINE_8	あの補給所で働く者たちも、みなクルコフのファミリーの一員でありましょう。我々の助けが必要とはお思いになりませんか。
MISSION_AURIELLE_08_BRIEFING_LINE_9	……そうですね。お父様が居たら、きっと同じことをおっしゃるわ。
MISSION_AURIELLE_08_BRIEFING_LINE_10	分かりました。補給所の救出に向かいましょう！
MISSION_AURIELLE_08_END_LINE_1	作業員たちは守り抜いたけれど、かなりのエイオナイト鉱石を持ち出されてしまったみたい。
MISSION_AURIELLE_08_END_LINE_2	コマンダー、通信が入っています！
MISSION_AURIELLE_08_END_LINE_3	ハロー、ウサギちゃんたち!!!
MISSION_AURIELLE_08_END_LINE_4	セルバンテス!?　お父様をどうしたの！
MISSION_AURIELLE_08_END_LINE_5	おお、もちろん一緒だよォ。ほら、挨拶してやりな！
MISSION_AURIELLE_08_END_LINE_6	オーリエル！　こいつの要求など、決して……。
MISSION_AURIELLE_08_END_LINE_7	はい、そこまでェ！
MISSION_AURIELLE_08_END_LINE_8	愛しのお父様にもう一度会いたければ、エイオナイト鉱石を千トン、今から送る場所に持ってくるこった！
MISSION_AURIELLE_08_END_LINE_9	通信、切られました……。
MISSION_AURIELLE_09_BRIEFING_LINE_1	あの通信の発信元が、特定できたのですか？
MISSION_AURIELLE_09_BRIEFING_LINE_2	ええ、コマンダー。身代金のメッセージは、セルリアの惑星上のリージョンBから発信されていました。受け渡し地点からは相当の距離があります。
MISSION_AURIELLE_09_BRIEFING_LINE_3	海賊の要求になど、従うつもりはありません。お父様は私達の力で取り戻します！
MISSION_AURIELLE_09_BRIEFING_LINE_4	この一帯は要塞のように守られていますが、足がかりとなる前哨基地が幾つか確認できます。
MISSION_AURIELLE_09_BRIEFING_LINE_5	結構。前哨基地に部隊を集め、シャドーウルヴスの基地に総攻撃をかけましょう。
MISSION_AURIELLE_09_BRIEFING_LINE_6	今度こそ必ず、お父様を救ってみせる！
MISSION_AURIELLE_09_START_LINE_1	見つかっちまったかな？
MISSION_AURIELLE_09_START_LINE_2	ゲームはもうたくさんです、セルバンテス・モレイ！　お父様は返してもらいます。
MISSION_AURIELLE_09_START_LINE_3	ハーハハ!!!　せいぜい頑張りな！
MISSION_AURIELLE_09_END_LINE_1	セルバンテスの気配がありません。またしても撒かれました。
MISSION_AURIELLE_09_END_LINE_2	そんな!!
MISSION_AURIELLE_09_END_LINE_3	ですが、良いことはございます……。
MISSION_AURIELLE_09_END_LINE_4	オーリエル！
MISSION_AURIELLE_09_END_LINE_5	お父様！　よくご無事で……！
MISSION_AURIELLE_09_END_LINE_6	お前こそ、無事で良かった！
MISSION_AURIELLE_09_END_LINE_7	本当に……お前とプライベート・アーミーのおかげだ。
MISSION_AURIELLE_09_END_LINE_8	セルバンテスが、何かするのかと……。
MISSION_AURIELLE_09_END_LINE_9	お前が本気だと悟ったら、奴は尻尾を巻いて逃げてしまったよ！
MISSION_AURIELLE_09_END_LINE_10	オーリエル、お前は私の誇りだ。会社を継ぐにふさわしい力があると、立派に証明してくれたね。
MISSION_AURIELLE_09_END_LINE_11	今この時をもって、私は社長職を辞する。クルコフ鉱業社のCEOはお前に任せよう。
MISSION_AURIELLE_09_END_LINE_12	そんな、私……何と言ったらいいか。ありがとうございます、お父様！　クルコフの名に恥じぬよう、全力を尽くします。
MISSION_AURIELLE_09_END_LINE_13	その心がけがあれば十分だ。さあ、ヘイル3へ帰ろう。話し合うことは沢山あるからな。
MISSION_AURIELLE_10_BRIEFING_LINE_1	オーリエル、敵の増援がまた来るぞ！
MISSION_AURIELLE_10_BRIEFING_LINE_2	こんなに早く？　こちらは立て直したばかりだというのに。
MISSION_AURIELLE_10_BRIEFING_LINE_3	セルリアとネサリスが自律型VAに戦力を割かれている隙に、\nシャドーウルヴスがこの "ゾーン" を占拠すべく、動いているようだな。
MISSION_AURIELLE_10_BRIEFING_LINE_4	こちらの艦に真正面からの攻撃はできないと知っているから、\nVA部隊で小惑星帯を抜けるつもりですね。
MISSION_AURIELLE_10_BRIEFING_LINE_5	採掘ステーションを武装化しておいて、正解だった！
MISSION_AURIELLE_10_BRIEFING_LINE_6	でも、こんな長期戦になって……。\n兵たちには、多大な負担を強いてしまっています。
MISSION_AURIELLE_10_BRIEFING_LINE_7	だからこそ敵の戦力を崩さねばならん。ここが正念場なのだ！
MISSION_AURIELLE_10_START_LINE_1	コロニーへの最後のひと押し、ちょうど間に合ったようだなァ！
MISSION_AURIELLE_10_START_LINE_2	セルバンテス・モレイ!?
MISSION_AURIELLE_10_START_LINE_3	親愛なるライサンダー・オズウェルが、\n息苦しいセルリアの刑務所から解き放ってくれたのよ！\nハハッ、晴れて再び自由の身だ！
MISSION_AURIELLE_10_START_LINE_4	その恩返しはなァ、オズウェル殿に "ゾーン" を献上することで、果たされるんだよ！
MISSION_AURIELLE_10_START_LINE_5	クルコフのアーミーがある限り、そんなことはさせません！
MISSION_AURIELLE_10_END_LINE_1	敵の士気を喪失させられたようですね。シャドーウルヴスの海賊船が後退してゆく。
MISSION_AURIELLE_10_END_LINE_2	相手が弱体化し、武装化したステーションも機能しているのだから、"ゾーン" は安全だろう。例の要塞を叩きに行ったセルリア軍の戦いに、加わる頃合だ。
MISSION_AURIELLE_10_END_LINE_3	セルリア軍に、手を貸せとおっしゃるのですか!?
MISSION_AURIELLE_10_END_LINE_4	オーリエル、お前も放送は見ただろう。あのような要塞は、星系すべての人々の脅威だ！\n立場の違いを脇に置いて、大義と大局の利のために立たねばならん。
MISSION_AURIELLE_10_END_LINE_5	そのような時なのですね、お父様……。\n分かりました。要塞の圏内に向けて部隊を動かしましょう。
MISSION_NAME_IZOL_01	監視と洞察
MISSION_NAME_IZOL_02	アンカー
MISSION_NAME_IZOL_03	停泊地にて
MISSION_NAME_IZOL_04	リベンジ
MISSION_NAME_IZOL_05	奇襲
MISSION_NAME_IZOL_06	アルファ
MISSION_NAME_IZOL_07	聖域の裏側
MISSION_NAME_IZOL_08	ザ・パック
MISSION_NAME_IZOL_09	亡霊
MISSION_NAME_IZOL_10	サンクタム
MISSION_DESCRIPTION_IZOL_01	イゾルは、サンクタム議長アレクサンドラ・ローソンからの特別任務を受領する。
MISSION_DESCRIPTION_IZOL_02	ヴィンセントは、空母リヴァイアサンで逃走するイゾルの部隊を阻止しようとする。
MISSION_DESCRIPTION_IZOL_03	リヴァイアサンは、"ゾーン" の独立コロニーで修理と燃料補給を行う。
MISSION_DESCRIPTION_IZOL_04	クルコフ家がリヴァイアサンの出航を妨害すれば、イゾルの脳裏には過去の因縁が浮かぶ。
MISSION_DESCRIPTION_IZOL_05	NOMADのルエラ・アウグシュタインは、イゾルと彼の軌道保安部に対する復讐を企てる。
MISSION_DESCRIPTION_IZOL_06	ローソン議長の命を受け、イゾルはセルリアで新たな任務に就く。
MISSION_DESCRIPTION_IZOL_07	アレクサンドラ・ローソンは、重要なVA製造プラントを守るためにイゾルを派遣する。
MISSION_DESCRIPTION_IZOL_08	イゾルら軌道保安部は、海賊の脱獄を阻むために急行せねばならない。
MISSION_DESCRIPTION_IZOL_09	イゾルは識別不明VAの背後にある真実を発見する。
MISSION_DESCRIPTION_IZOL_10	サンクタム本部が攻撃を受ける。イゾルはライサンダー・オズウェルの強襲に立ち向かわねばならない。
MISSION_IZOL_01_BRIEFING_LINE_1	識別不明ヴァリアブルアーマーの痕跡は発見されず、か。我らの施設からの略奪の裏に、ネサリスが関与しているという話も、怪しいものだ……。
MISSION_IZOL_01_BRIEFING_LINE_2	コマンダー。議長より通信が入っています。
MISSION_IZOL_01_BRIEFING_LINE_3	ルクマーン司令。ネサリスのコロニーの監視はいかがですか？
MISSION_IZOL_01_BRIEFING_LINE_4	お呼び立てくださり恐縮です、ローソン議長閣下。観測プラットフォームを使った長期観測の結果、彼らは識別不明のVAとは無関係であると判断致しました。
MISSION_IZOL_01_BRIEFING_LINE_5	予想外でしたね。顧問たちは皆、軍事機密目当てのネサリスによる秘密作戦だと確信していましたから。
MISSION_IZOL_01_BRIEFING_LINE_6	ご苦労でした、イゾル。そろそろセルリアに戻ってきてください。あなたを必要とする問題は他にもあるのです。
MISSION_IZOL_01_BRIEFING_LINE_7	コマンダー、緊急事態です！　ネサリス軍が観測プラットフォームに接近しつつあります。
MISSION_IZOL_01_BRIEFING_LINE_8	発見されたか……。
MISSION_IZOL_01_BRIEFING_LINE_9	停戦協定は失効したままですから、必要とあればネサリスとの交戦は許可しましょう。
MISSION_IZOL_01_END_LINE_1	退路は確保した！　各自、持ち場を放棄してリヴァイアサンへ搭乗せよ！
MISSION_IZOL_02_CAPTURE_OBJECTIVE	すべてのエイオナイト精製所を占領する。
MISSION_IZOL_02_BRIEFING_LINE_1	今の衝撃は何だ？　被害状況を出せ！
MISSION_IZOL_02_BRIEFING_LINE_2	報告！　小惑星帯のネサリス軍が磁力アンカーを使用！　リヴァイアサンを固定しつつあります！
MISSION_IZOL_02_BRIEFING_LINE_3	この戦法は！　ヴィンセント・ユヴィールか……！
MISSION_IZOL_02_BRIEFING_LINE_4	これほどの出力のアンカーならば、外部に燃料を持っているはず……。パワーソースを特定できるか？
MISSION_IZOL_02_BRIEFING_LINE_5	艦内技術部によるトレースでは、この付近の施設がアンカーの燃料源であるとしております。
MISSION_IZOL_02_BRIEFING_LINE_6	エネルギーを遮断してしまえば、アンカーも緩むだろう。すぐに対処するぞ。
MISSION_IZOL_02_START_LINE_1	この辺りのエイオナイト精製所が、リヴァイアサンを捕まえている磁気アンカーへ燃料を供給しているはずだ。
MISSION_IZOL_02_START_LINE_2	アンカーを外すためには、施設を確保して燃料の流れを断たねばならん。
MISSION_IZOL_02_START_LINE_3	もっとゆっくりしていけよ、イゾル。ネサリスの縄張りで何をしていた？
MISSION_IZOL_02_START_LINE_4	ヴィンセント、やはり貴様が来たか！
MISSION_IZOL_02_START_LINE_5	まさか……お前らサンクタムは、最近そこら中を荒らしている無人VAを、ネサリスの仕業だと疑ってるのか？
MISSION_IZOL_02_START_LINE_6	だとしたら見当違いもいいとこだ。自分で自分を襲うなんてことがあるかよ。
MISSION_IZOL_02_START_LINE_7	無人だと……？　ネサリスも同様の被害を受けていると言うのか？
MISSION_IZOL_02_START_LINE_8	いいだろう。今、貴様とやり合うつもりはない。アンカーを止めて我が艦を解放しろ！
MISSION_IZOL_02_START_LINE_9	するわけがないだろう、イゾル。
MISSION_IZOL_02_START_LINE_10	応援のVAが到着するまで、そこで大人しくしてるんだな。
MISSION_IZOL_02_END_LINE_1	全アンカーの無力化を確認。リヴァイアサンは解放されました！
MISSION_IZOL_02_END_LINE_2	コマンダー！　先ほどのネサリスのアンカー衝突により、燃料タンク1基が破損しています！
MISSION_IZOL_02_END_LINE_3	セルリアまで辿り着けるか？
MISSION_IZOL_02_END_LINE_4	不可能であります。修理と補給がなければ……。
MISSION_IZOL_02_END_LINE_5	チッ……ヴィンセントめ！
MISSION_IZOL_02_END_LINE_6	進路を "ゾーン" にセットしろ。本艦は独立コロニーに停泊する必要がある。
MISSION_IZOL_03_BRIEFING_LINE_1	コマンダー、リヴァイアサンの修理と補給の間、暫定の基地を設置しました。
MISSION_IZOL_03_BRIEFING_LINE_2	コロニーの住民にとっては不満でしょうが、トラブルは起きておりません。
MISSION_IZOL_03_BRIEFING_LINE_3	気にかかるのはクルコフ家だ。"ゾーン" に介入する我々に腹を立てるというなら、住民よりも彼らのほうだからな。
MISSION_IZOL_03_BRIEFING_LINE_4	基地周辺の護衛は、くれぐれも厳重にしておけ。
MISSION_IZOL_03_BRIEFING_LINE_5	了解、警戒を続けます！
MISSION_IZOL_03_START_LINE_1	リヴァイアサンの修復は、ほぼ完了している。セルリアへの出航の準備をしておけ。
MISSION_IZOL_03_START_LINE_2	了解、各員に出航の……。
MISSION_IZOL_03_START_LINE_3	NOMADか！
MISSION_IZOL_03_START_LINE_4	セルリア軍！　俺達を追ってきたってのか？
MISSION_IZOL_03_START_LINE_5	コマンダー、いかが致しますか？
MISSION_IZOL_03_START_LINE_6	NOMADは発見しだい排除というのが、議長のご命令だ。ここで殲滅する！
MISSION_IZOL_03_START_LINE_7	セルリア軍をベイグラントに連れ帰ってしまうわけにはいかない。戦うしかないのか……！
MISSION_IZOL_04_CAPTURE_OBJECTIVE	ドッキングアームの制御機構を持つ前哨基地を占領する。
MISSION_IZOL_04_BRIEFING_LINE_1	コマンダー、問題発生です。コロニーのドッキングアームのアクセス権をクルコフに奪われてしまいました。今のリヴァイアサンはドックに擱座したも同然です。
MISSION_IZOL_04_BRIEFING_LINE_2	付近の前哨基地からコントロールすればドッキングアームを切り離せるはずですが、クルコフは武装戦力を置いて、施設を占拠しております。
MISSION_IZOL_04_BRIEFING_LINE_3	構うことはない。その前哨基地を強襲し、コントロールを奪い返せばよい。
MISSION_IZOL_04_BRIEFING_LINE_4	クルコフめ、いずれ現れるとは思っていた。このコロニーは連中の庇護下ではないが、だからといって市民はセルリア軍に協力的でもないからな。
MISSION_IZOL_04_BRIEFING_LINE_5	コマンダー。なぜ、こうも独立コロニーは我々を目の敵にするのです？　セルリアの建造したコロニーが人口爆発の危機を救ったのならば、彼らは感謝すべきでしょう！
MISSION_IZOL_04_BRIEFING_LINE_6	シンプルな話だよ。彼らはセルリアもネサリスも、独立を脅かすものと見なしているからだ。ソブリン戦争が文字通り独立主権の争いであったと、君が歴史を知っているなら理解もできようが……。
MISSION_IZOL_04_BRIEFING_LINE_7	ネサリスの共和同盟に加入しなかった一部のコロニー群が、この "ゾーン" となったのだ。以来ここはセルリアからもネサリスからも独立している。
MISSION_IZOL_04_BRIEFING_LINE_8	だが今は、歴史の授業をやっても仕方ない。さらに敵が集結してくる前に、ドッキングアームを外さねばならん！
MISSION_IZOL_04_START_LINE_1	またお会いしましたね、イゾル・ルクマーン。
MISSION_IZOL_04_START_LINE_2	ハッ。前の一戦から、まだ私に恨みがあると見えるな？
MISSION_IZOL_04_START_LINE_3	当然です！　あなたの誤解で、私達は正規軍に攻撃されたのですよ!?
MISSION_IZOL_04_START_LINE_4	最高機密のミリタリー・エリアに突撃されれば、我がセルリアの安全保障のための行動は取るさ。
MISSION_IZOL_04_START_LINE_5	そんな理屈はいいから、私の復讐を受けなさい！
MISSION_IZOL_04_END_LINE_1	今だ！　ドッキングアーム切り離せ！
MISSION_IZOL_04_END_LINE_2	アームが離れました！　リヴァイアサン、離床！　出航準備完了です、コマンダー！
MISSION_IZOL_05_BRIEFING_LINE_1	敵が罠を仕掛けていたとはな……。
MISSION_IZOL_05_BRIEFING_LINE_2	イエス、サー。我々はNOMADによって小惑星帯に追い詰められました。前方の採掘プラットフォームには、大規模なヴァリアブルアーマー部隊が待ち構えています。
MISSION_IZOL_05_BRIEFING_LINE_3	間違いなく、例のコロニーでNOMADの部隊を叩いたことへの報復だろうな。
MISSION_IZOL_05_BRIEFING_LINE_4	敵は複数のVA "ファーサイド" を配置し、砲撃態勢を整えております。これ以上リヴァイアサンで接近するのは危険です。
MISSION_IZOL_05_BRIEFING_LINE_5	遺憾ながら、コマンダー。我々は不利と言わざるを得ません。
MISSION_IZOL_05_BRIEFING_LINE_6	臆することはない。NOMADはサンクタムの手配する犯罪者だ。そのような輩を処断するのは、我々の責務である！
MISSION_IZOL_05_BRIEFING_LINE_7	これより、部隊を3方に分ける。私はアービターで主力強襲チームを指揮する。
MISSION_IZOL_05_BRIEFING_LINE_8	まずは奴らの砲撃能力を奪うことだ。しかる後に、NOMADの指揮官機を落とす。
MISSION_IZOL_05_START_LINE_1	コロニーであたしの仲間をやったお前たちには、その報いを受けてもらう！
MISSION_IZOL_05_START_LINE_2	勝ったつもりか？　そのような浅ましい小細工は無駄だと教えてやるぞ、犯罪者め！
MISSION_IZOL_05_END_LINE_1	コマンダー。リヴァイアサンの陣地突入に先駆けて、NOMADが撤退していきます！
MISSION_IZOL_05_END_LINE_2	オンボロの改造貨物船ふぜいが、よくも逃げてみせるか……。
MISSION_IZOL_05_END_LINE_3	フン、だが奴らに痛烈な損害を与えたのは確かだ！　当分は、我々に対する大胆な作戦行動などは取れまい。
MISSION_IZOL_05_END_LINE_4	いずれにせよ今の優先事項は、セルリアに戻って議長へ報告することだ。
MISSION_IZOL_06_BRIEFING_LINE_1	セルリアへの帰還が遅れたこと、お詫び申し上げます。予定外のことが重なり……。
MISSION_IZOL_06_BRIEFING_LINE_2	存じています。報告書は読ませていただきました。
MISSION_IZOL_06_BRIEFING_LINE_3	識別不明VAを使う組織の正体については、まだ情報がないようですね。
MISSION_IZOL_06_BRIEFING_LINE_4	少なくとも、無人機であることは判明しております。ネサリスのヴィンセント・ユヴィールの言うことを信じれば、の話ですが。
MISSION_IZOL_06_BRIEFING_LINE_5	ええ、懸案事項として調べさせておきましょう。ただしイゾル、あなたには緊急で取り掛かって欲しい任務があります。
MISSION_IZOL_06_BRIEFING_LINE_6	シャドーウルヴス海賊団のリーダーがセルリアに戻っているのです。ネサリスの拘束から抜け出したようで。
MISSION_IZOL_06_BRIEFING_LINE_7	そのモレイを捕まえられれば、謎の解明も進むかもしれません。識別不明VAどもと海賊に何らかの関わりがあるというのは、情報部の見立てでもあります。
MISSION_IZOL_06_BRIEFING_LINE_8	彼らの居場所は摑んでいます。抵抗はありましょうが、生きたまま連行しなさい。
MISSION_IZOL_06_BRIEFING_LINE_9	はっ。遂行いたします、議長閣下！
MISSION_IZOL_06_START_LINE_1	おいおい！　サンクタムは棒を取って来させるみてェに、犬をよこしたってのか？
MISSION_IZOL_06_START_LINE_2	大人しく投降しろと言って、聞く耳は持つまいな？
MISSION_IZOL_06_START_LINE_3	当たり前だろォ、ミスタ・ルクマーン！　んなモンのどこにお楽しみがある!?
MISSION_IZOL_06_START_LINE_4	なあなあなあ、こういう時はちゃんと戦わなきゃいけねえよォ！
MISSION_IZOL_06_START_LINE_5	やれるものならな、海賊！
MISSION_IZOL_06_END_LINE_1	コマンダー・ルクマーン！　セルバンテスを確保しました！
MISSION_IZOL_06_END_LINE_2	良い仕事だ。ただちに最高警備施設へ移送するぞ。
MISSION_IZOL_07_PREPARE_OBJECTIVE	襲撃に備えよ！
MISSION_IZOL_07_BRIEFING_LINE_1	よくセルバンテスを捕らえてくれました。彼と識別不明VAの関係は、洗い出させましょう。
MISSION_IZOL_07_BRIEFING_LINE_2	お褒めに預かり光栄です、議長閣下。海賊の頭領の確保は、我が軌道保安部としても悲願でありました。リーダーを失ったシャドーウルヴスなど、もはや脅威ではありません。
MISSION_IZOL_07_BRIEFING_LINE_3	そして、脅威は他にもあるということです。識別不明のヴァリアブルアーマーが多数、セルリアのVA製造プラントに接近していると報告を受けました。
MISSION_IZOL_07_BRIEFING_LINE_4	かかる謎のVA群は排除し、製造プラントの安全を確保せねばなりません。
MISSION_IZOL_07_BRIEFING_LINE_5	この攻撃は、サンクタムのインフラを理解し、軍事力を弱めようとする者の仕業なのです。
MISSION_IZOL_07_BRIEFING_LINE_6	そんなことができるのは……。
MISSION_IZOL_07_BRIEFING_LINE_7	オズウェル？　彼ではありません。あのクーデターの際、彼のVAは間違いなく破壊しました。生きているとは思えない。
MISSION_IZOL_07_BRIEFING_LINE_8	オズウェル派といったものは、彼の死後に機能を失いました。ですが彼の掲げた大義に殉じようとした者もまだ多いのです。
MISSION_IZOL_07_BRIEFING_LINE_9	貴方という新議長のもとでこそソブリン戦争を終結させられるというのは、大多数の見方ではありますが……。
MISSION_IZOL_07_BRIEFING_LINE_10	サンクタムのすべてが閣下のクーデターを支持したわけでもない。私とて、周囲にオズウェルの同調者は見ております。
MISSION_IZOL_07_BRIEFING_LINE_11	ええ。彼の理想に基づいて行動する者がサンクタムに居ることは、気付いていますとも。更なる調査は慎重に行わねばね。
MISSION_IZOL_07_START_LINE_1	会敵はもうすぐだ。戦力を整えなければ！
MISSION_IZOL_07_MID_LINE_1	コマンダー、これが最後の敵増援のようです！
MISSION_IZOL_08_BRIEFING_LINE_1	奮闘に感謝します。これで必要な分のVAを各地に送ることもできましょう。
MISSION_IZOL_08_BRIEFING_LINE_2	戦力は維持せねばなりませんからな。謎の敵の襲撃頻度が上がっているならば、尚のことです。
MISSION_IZOL_08_BRIEFING_LINE_3	緊急報告です、議長閣下。セルバンテスを収容した刑務所が攻撃を受けております！
MISSION_IZOL_08_BRIEFING_LINE_4	賊は周辺のエイオナイト精製所にも仕掛けているとのことです。
MISSION_IZOL_08_BRIEFING_LINE_5	奴ら、あのエイオナイト精製所が刑務所のエネルギー源だと気付いたに違いない。精製所を奪われ、オーバーロードでもされたら……。
MISSION_IZOL_08_BRIEFING_LINE_6	刑務所のリアクターが破損して、セキュリティ機構まで止まってしまう！
MISSION_IZOL_08_BRIEFING_LINE_7	シャドーウルヴスめ。セルバンテスを奪い返そうと躍起だろうが……やらせるわけにはいかん！
MISSION_IZOL_08_START_LINE_1	こちらの部隊は統制を失っている。陣形を整え、エイオナイト精製所を守らなければ！
MISSION_IZOL_09_CAPTURE_OBJECTIVE	建造物を占領し、調査を行う。
MISSION_IZOL_09_BRIEFING_LINE_1	救出作戦の失敗で、セルバンテスは観念したようです。識別不明VAの軌道上の集結ポイントを話し始めています。
MISSION_IZOL_09_BRIEFING_LINE_2	残念ながら、彼から聞き出せたのは、ここまでですが。
MISSION_IZOL_09_BRIEFING_LINE_3	許可を頂ければ、すぐにでも小規模の偵察隊を編成し、調査に向かいます。敵の戦力状況は、掴んでおかなければ！
MISSION_IZOL_09_BRIEFING_LINE_4	ええ、許可します。頼みましたよ。
MISSION_IZOL_09_BRIEFING_LINE_5	敵の大規模な攻撃に備えて、本部にも部隊を招集しつつあります。
MISSION_IZOL_09_BRIEFING_LINE_6	本部が攻撃を受ければ、あなたには戻って守備隊を指揮してもらわねばなりません。偵察は迅速に終わらせてください。
MISSION_IZOL_09_START_LINE_1	放棄されているだと？　大軍の出迎えを覚悟していたが……。
MISSION_IZOL_09_START_LINE_2	とにかく、施設を調べねばならんな。
MISSION_IZOL_09_MID_LINE_1	これは、罠か!?
MISSION_IZOL_09_MID_LINE_2	セルバンテスは難儀な男だが、使いようはあったな……。
MISSION_IZOL_09_MID_LINE_3	まさか……ライサンダー・オズウェル！　なぜ生きている!?
MISSION_IZOL_09_MID_LINE_4	やあ、イゾル。私にはまだ成し遂げていない使命がある。それを果たすまでは死なぬさ……。ミス・ローソンのお陰で、片腕は失ったがな？
MISSION_IZOL_09_MID_LINE_5	こうも計画を前倒しにさせられるのは、意外だったが……。私の部隊は既に軌道上の拠点を出た。こうしている間にもセルリアに順次、降下しているのだよ。
MISSION_IZOL_09_MID_LINE_6	しかし、君には機会を与えようと思っている。
MISSION_IZOL_09_MID_LINE_7	私と来るのだ、イゾル。私達で、この星系に新たな秩序をもたらそうではないか。
MISSION_IZOL_09_MID_LINE_8	君がアレクサンドラ・ローソンのクーデターに関わっていたのは知っている。残念ではあったが……。今、味方になってくれるならば、それも水に流そう。
MISSION_IZOL_09_MID_LINE_9	フン、私の忠誠は議長に……議長ただ一人に向けるべきものだ。たとえお前が元議長であろうと、私はセルリアとサンクタムを守ってみせる！
